Time,T,sensor,depth,flags
1972-12-12T08:32:43.000Z,261.20697,TG22A,186,0
1972-12-12T08:32:43.000Z,261.23297,TG22B,234,0
1972-12-12T08:39:00.000Z,263.0,TC22,15,0
1972-12-12T08:39:00.000Z,261.39996,TC23,67,0
1972-12-12T08:40:01.000Z,261.08799,TG22A,186,0
1972-12-12T08:40:01.000Z,261.13199,TG22B,234,0
1972-12-12T08:46:18.000Z,263.09998,TC22,15,0
1972-12-12T08:46:18.000Z,262.09998,TC23,67,0
1972-12-12T08:47:15.000Z,261.06047,TG22B,234,0
1972-12-12T08:47:15.000Z,260.99947,TG22A,186,0
1972-12-12T08:53:32.000Z,263.29999,TC22,15,0
1972-12-12T08:53:32.000Z,262.29999,TC23,67,0
1972-12-12T08:54:30.000Z,260.80147,TG22A,186,0
1972-12-12T08:54:30.000Z,260.87847,TG22B,234,0
1972-12-12T09:00:46.000Z,264.09998,TC22,15,0
1972-12-12T09:00:46.000Z,262.09998,TC23,67,0
1972-12-12T09:01:44.000Z,260.72396,TG22A,186,0
1972-12-12T09:01:44.000Z,260.81596,TG22B,234,0
1972-12-12T09:08:01.000Z,262.5,TC22,15,0
1972-12-12T09:08:01.000Z,261.29999,TC23,67,0
1972-12-12T09:08:58.000Z,260.60647,TG22A,186,0
1972-12-12T09:08:58.000Z,260.71347,TG22B,234,0
1972-12-12T09:15:15.000Z,262.89996,TC22,15,0
1972-12-12T09:15:15.000Z,261.19995,TC23,67,0
1972-12-12T09:16:12.000Z,260.52046,TG22A,186,0
1972-12-12T09:16:12.000Z,260.63946,TG22B,234,0
1972-12-12T09:22:29.000Z,262.19995,TC23,67,0
1972-12-12T09:22:29.000Z,263.19995,TC22,15,0
1972-12-12T09:23:26.000Z,260.57595,TG22B,234,0
1972-12-12T09:23:26.000Z,260.44395,TG22A,186,0
1972-12-12T09:29:43.000Z,263.69995,TC22,15,0
1972-12-12T09:29:43.000Z,260.39996,TC23,67,0
1972-12-12T09:30:41.000Z,260.47146,TG22B,234,0
1972-12-12T09:30:41.000Z,260.32846,TG22A,186,0
1972-12-12T09:36:57.000Z,263.89996,TC22,15,0
1972-12-12T09:36:57.000Z,260.59998,TC23,67,0
1972-12-12T09:37:59.000Z,260.43699,TG22B,234,0
1972-12-12T09:37:59.000Z,260.28299,TG22A,186,0
1972-12-12T09:44:16.000Z,262.89996,TC22,15,0
1972-12-12T09:44:16.000Z,261.69995,TC23,67,0
1972-12-12T09:45:13.000Z,260.332,TG22B,234,0
1972-12-12T09:45:13.000Z,260.168,TG22A,186,0
1972-12-12T09:51:30.000Z,261.19995,TC23,67,0
1972-12-12T09:51:30.000Z,262.0,TC22,15,0
1972-12-12T09:52:27.000Z,260.25698,TG22B,234,0
1972-12-12T09:52:27.000Z,260.08298,TG22A,186,0
1972-12-12T09:58:44.000Z,262.59998,TC22,15,0
1972-12-12T09:58:44.000Z,260.69995,TC23,67,0
1972-12-12T09:59:41.000Z,260.19098,TG22B,234,0
1972-12-12T09:59:41.000Z,260.00898,TG22A,186,0
1972-12-12T10:05:58.000Z,262.0,TC22,15,0
1972-12-12T10:05:58.000Z,261.0,TC23,67,0
1972-12-12T10:06:56.000Z,260.22544,TG22B,234,0
1972-12-12T10:06:56.000Z,260.03444,TG22A,186,0
1972-12-12T10:13:12.000Z,261.0,TC22,15,0
1972-12-12T10:13:12.000Z,259.69995,TC23,67,0
1972-12-12T10:14:10.000Z,259.92096,TG22A,186,0
1972-12-12T10:14:10.000Z,260.11896,TG22B,234,0
1972-12-12T10:20:27.000Z,263.09998,TC22,15,0
1972-12-12T10:20:27.000Z,260.5,TC23,67,0
1972-12-12T10:21:24.000Z,259.84695,TG22A,186,0
1972-12-12T10:21:24.000Z,260.05295,TG22B,234,0
1972-12-12T10:27:41.000Z,259.69995,TC23,67,0
1972-12-12T10:27:41.000Z,262.59998,TC22,15,0
1972-12-12T10:28:42.000Z,259.73397,TG22A,186,0
1972-12-12T10:28:42.000Z,259.94597,TG22B,234,0
1972-12-12T10:34:59.000Z,261.5,TC23,67,0
1972-12-12T10:34:59.000Z,262.59998,TC22,15,0
1972-12-12T10:35:56.000Z,259.69099,TG22A,186,0
1972-12-12T10:35:56.000Z,259.90899,TG22B,234,0
1972-12-12T10:42:13.000Z,263.19995,TC22,15,0
1972-12-12T10:42:13.000Z,261.0,TC23,67,0
1972-12-12T10:43:10.000Z,259.84198,TG22B,234,0
1972-12-12T10:43:10.000Z,259.61798,TG22A,186,0
1972-12-12T10:49:27.000Z,260.89996,TC23,67,0
1972-12-12T10:49:27.000Z,262.79999,TC22,15,0
1972-12-12T10:50:25.000Z,259.57494,TG22A,186,0
1972-12-12T10:50:25.000Z,259.80494,TG22B,234,0
1972-12-12T10:56:41.000Z,261.89996,TC22,15,0
1972-12-12T10:56:41.000Z,260.0,TC23,67,0
1972-12-12T10:57:39.000Z,259.5025,TG22A,186,0
1972-12-12T10:57:39.000Z,259.7375,TG22B,234,0
1972-12-12T11:03:56.000Z,261.69995,TC22,15,0
1972-12-12T11:03:56.000Z,259.19995,TC23,67,0
1972-12-12T11:04:53.000Z,259.46046,TG22A,186,0
1972-12-12T11:04:53.000Z,259.69946,TG22B,234,0
1972-12-12T11:11:10.000Z,261.19995,TC22,15,0
1972-12-12T11:11:10.000Z,259.19995,TC23,67,0
1972-12-12T11:12:07.000Z,259.63195,TG22B,234,0
1972-12-12T11:12:07.000Z,259.38795,TG22A,186,0
1972-12-12T11:18:24.000Z,262.5,TC22,15,0
1972-12-12T11:18:24.000Z,259.39996,TC23,67,0
1972-12-12T11:19:21.000Z,259.34547,TG22A,186,0
1972-12-12T11:19:21.000Z,259.59447,TG22B,234,0
1972-12-12T11:25:38.000Z,260.69995,TC23,67,0
1972-12-12T11:25:38.000Z,262.5,TC22,15,0
1972-12-12T11:26:40.000Z,259.34347,TG22A,186,0
1972-12-12T11:26:40.000Z,259.59647,TG22B,234,0
1972-12-12T11:32:56.000Z,263.09998,TC22,15,0
1972-12-12T11:32:56.000Z,259.59998,TC23,67,0
1972-12-12T11:33:54.000Z,259.27196,TG22A,186,0
1972-12-12T11:33:54.000Z,259.52796,TG22B,234,0
1972-12-12T11:40:11.000Z,259.5,TC22,15,0
1972-12-12T11:40:11.000Z,257.89996,TC23,67,0
1972-12-12T11:41:08.000Z,259.48999,TG22B,234,0
1972-12-12T11:41:08.000Z,259.22999,TG22A,186,0
1972-12-12T11:47:25.000Z,263.09998,TC22,15,0
1972-12-12T11:47:25.000Z,262.09998,TC23,67,0
1972-12-12T11:48:22.000Z,259.19796,TG22A,186,0
1972-12-12T11:48:22.000Z,259.46196,TG22B,234,0
1972-12-12T11:54:39.000Z,258.69995,TC23,67,0
1972-12-12T11:54:39.000Z,261.5,TC22,15,0
1972-12-12T11:55:36.000Z,259.12695,TG22A,186,0
1972-12-12T11:55:36.000Z,259.39295,TG22B,234,0
1972-12-12T12:01:53.000Z,263.0,TC22,15,0
1972-12-12T12:01:53.000Z,259.5,TC23,67,0
1972-12-12T12:02:51.000Z,259.115,TG22A,186,0
1972-12-12T12:02:51.000Z,259.385,TG22B,234,0
1972-12-12T12:09:07.000Z,259.59998,TC22,15,0
1972-12-12T12:09:07.000Z,257.69995,TC23,67,0
1972-12-12T12:10:05.000Z,259.04399,TG22A,186,0
1972-12-12T12:10:05.000Z,259.31599,TG22B,234,0
1972-12-12T12:16:22.000Z,261.19995,TC23,67,0
1972-12-12T12:16:22.000Z,263.19995,TC22,15,0
1972-12-12T12:17:19.000Z,259.28746,TG22B,234,0
1972-12-12T12:17:19.000Z,259.01246,TG22A,186,0
1972-12-12T12:23:36.000Z,260.79999,TC23,67,0
1972-12-12T12:23:36.000Z,262.79999,TC22,15,0
1972-12-12T12:24:37.000Z,259.00095,TG22A,186,0
